gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,Churn,TicketMedio,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,NumServicos,Risk_Score,Risk_Tier
0,1,1,0,47,1,1,0,0,1,0,1,1,0,0,99.7,0,101.00425531914894,1,0,0,1,0,5,74,Alto Risco
0,0,0,0,13,1,0,0,0,0,0,1,0,0,1,81.9,0,79.14615384615385,1,0,0,0,1,2,79,Alto Risco
1,0,0,0,8,0,0,1,0,0,0,0,0,0,1,30.45,1,28.30625,0,0,0,1,0,1,66,Risco Medio
0,0,1,0,44,1,1,0,0,0,0,1,1,0,1,96.1,1,99.18409090909093,1,0,0,1,0,4,79,Alto Risco
1,0,1,1,71,1,1,1,0,0,0,1,0,1,1,66.2,0,66.09225352112676,0,0,0,1,0,4,16,Baixo Risco
1,1,1,0,24,1,1,0,1,1,0,1,1,0,1,104.25,1,101.4125,1,0,0,1,0,6,86,Alto Risco
1,1,0,0,15,1,1,0,1,0,0,0,0,0,1,80.2,1,81.15,1,0,0,1,0,3,84,Alto Risco
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.75,0,19.75,0,1,0,1,0,1,44,Risco Medio
1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,72.6,0,77.15,1,0,0,0,1,2,85,Alto Risco
1,1,0,0,55,1,1,1,1,1,1,1,1,0,1,116.5,0,116.04636363636364,1,0,0,1,0,8,60,Risco Medio
1,1,0,0,71,1,1,0,1,0,1,1,1,2,1,106.8,0,107.36901408450704,1,0,0,1,0,6,29,Baixo Risco
1,0,1,1,50,1,1,0,0,0,0,0,0,2,0,24.95,0,25.229,0,1,0,0,1,2,4,Baixo Risco
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,89.25,0,89.25,1,0,0,1,0,3,91,Alto Risco
1,0,0,0,5,1,0,0,0,0,0,0,0,0,1,19.25,0,17.21,0,1,0,0,1,1,41,Risco Medio
0,0,0,0,66,1,1,1,1,1,1,1,0,1,1,104.55,0,102.7128787878788,1,0,0,0,0,7,20,Baixo Risco
0,0,1,1,49,1,0,1,1,1,1,1,1,1,1,87.2,0,88.6734693877551,0,0,0,0,1,7,13,Baixo Risco
0,1,1,0,3,0,0,0,1,0,0,0,0,0,1,30.75,0,27.616666666666664,0,0,0,1,0,1,76,Alto Risco
1,0,1,1,66,1,1,0,0,0,0,0,0,1,1,25.7,0,25.9780303030303,0,1,1,0,0,2,6,Baixo Risco
1,0,0,1,11,1,1,0,0,0,0,0,1,0,0,86.2,0,81.2,1,0,0,1,0,3,80,Alto Risco
1,0,0,0,28,0,0,0,0,0,1,0,0,0,1,30.1,0,28.95892857142857,0,0,1,0,0,1,44,Risco Medio
1,0,1,0,65,1,1,1,1,1,0,1,0,2,1,99.35,0,97.65461538461538,1,0,0,1,0,6,21,Baixo Risco
0,0,0,0,62,1,0,0,0,0,0,0,0,2,1,19.2,0,18.123387096774195,0,1,1,0,0,1,4,Baixo Risco
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,20.1,0,21.575,0,1,0,0,0,1,33,Risco Medio
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,20.35,0,17.55,0,1,1,0,0,1,33,Risco Medio
0,0,1,1,55,1,1,0,0,0,0,0,0,2,1,25.65,0,25.23636363636364,0,1,1,0,0,2,4,Baixo Risco
1,1,1,0,41,1,0,0,1,0,0,1,1,0,1,94.55,0,93.93780487804878,1,0,0,1,0,4,77,Alto Risco
0,0,1,1,17,1,1,1,0,1,0,1,1,0,1,104.2,1,102.55882352941175,1,0,0,1,0,6,79,Alto Risco
0,0,0,0,30,1,0,0,0,0,1,1,1,1,1,94.4,0,87.93666666666667,1,0,0,0,0,4,52,Risco Medio
1,0,0,0,17,1,0,1,1,0,0,0,0,1,0,56.1,0,55.70294117647059,0,0,0,0,1,3,21,Baixo Risco
0,0,1,1,16,1,0,1,1,0,1,0,1,2,0,68.25,0,69.678125,0,0,0,0,0,5,9,Baixo Risco
1,0,0,0,72,1,1,0,0,0,0,0,0,2,0,24.75,0,24.688888888888886,0,1,0,0,0,2,3,Baixo Risco
1,0,0,0,9,1,1,0,0,0,0,0,0,0,1,76.25,0,76.09444444444445,1,0,0,1,0,2,86,Alto Risco
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,74.35,0,74.35,1,0,0,1,0,2,78,Alto Risco
1,0,0,1,23,1,0,0,1,0,1,0,0,0,0,54.15,0,57.06304347826087,0,0,0,1,0,3,35,Risco Medio
1,0,0,1,8,1,0,0,0,0,0,0,0,0,0,19.45,0,19.9,0,1,0,0,0,1,27,Baixo Risco
1,0,1,1,19,0,0,1,1,0,0,0,0,0,1,34.95,0,32.11578947368421,0,0,0,0,1,2,41,Risco Medio
0,0,0,0,7,1,1,1,0,0,0,0,0,0,1,53.65,0,57.76428571428572,0,0,0,1,0,3,64,Risco Medio
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,69.65,1,69.65,1,0,0,1,0,1,87,Alto Risco
1,0,0,0,61,1,1,1,0,1,0,1,1,1,0,104.0,0,104.31885245901638,1,0,0,1,0,6,39,Risco Medio
0,0,1,0,57,1,0,1,1,0,1,1,0,2,1,70.35,0,72.36228070175439,0,0,1,0,0,5,5,Baixo Risco
1,0,0,0,9,1,0,0,0,0,0,0,1,0,1,80.8,1,79.23333333333333,1,0,0,1,0,2,86,Alto Risco
1,0,0,1,15,1,0,1,0,1,0,0,1,1,0,64.85,0,63.38333333333333,0,0,0,0,1,4,24,Baixo Risco
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.65,0,19.65,0,1,0,0,1,1,36,Risco Medio
0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,45.9,0,42.1625,0,0,0,0,0,1,47,Risco Medio
1,0,0,0,54,1,0,0,0,0,0,0,0,2,0,20.0,0,21.289814814814815,0,1,0,0,1,1,4,Baixo Risco
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,44.8,0,42.4125,0,0,0,1,0,1,57,Risco Medio
0,0,0,0,7,1,0,0,0,0,0,1,0,0,1,80.3,1,75.24285714285715,1,0,0,0,1,2,81,Alto Risco
0,0,1,0,20,1,0,0,0,0,0,0,0,1,0,20.35,0,19.6575,0,1,0,0,1,1,15,Baixo Risco
0,0,0,1,26,0,0,1,0,0,1,0,1,0,0,45.8,0,44.11538461538461,0,0,0,0,1,3,32,Risco Medio
1,1,1,0,36,1,1,0,0,0,0,0,1,0,1,84.1,1,83.93333333333334,1,0,0,1,0,3,81,Alto Risco
0,0,1,0,53,1,1,0,1,1,1,1,1,1,1,108.95,0,107.89056603773584,1,0,0,0,0,7,38,Risco Medio
1,0,0,0,3,1,0,0,0,0,1,1,1,0,1,69.35,1,63.78333333333333,0,0,0,1,0,4,74,Alto Risco
0,0,0,0,68,0,0,1,1,1,1,1,1,2,0,64.35,0,66.75882352941177,0,0,1,0,0,6,5,Baixo Risco
1,0,1,1,72,1,1,1,1,1,1,1,1,2,1,90.8,0,88.85555555555555,0,0,1,0,0,8,4,Baixo Risco
1,0,0,0,12,1,1,0,0,0,0,0,0,1,0,24.95,0,23.366666666666664,0,1,1,0,0,2,20,Baixo Risco
0,1,1,1,34,1,1,0,1,0,0,0,0,0,1,79.6,1,79.95,1,0,0,0,1,3,63,Risco Medio
0,0,1,0,68,1,1,1,1,0,0,0,0,2,1,84.7,0,83.9860294117647,1,0,0,0,0,4,12,Baixo Risco
0,0,0,1,50,1,0,1,0,1,1,1,0,1,1,70.8,0,69.563,0,0,1,0,0,5,10,Baixo Risco
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,36.45,1,36.45,0,0,0,1,0,1,84,Alto Risco
0,1,0,0,41,1,1,0,1,1,0,1,1,0,1,104.4,0,100.8280487804878,1,0,0,1,0,6,80,Alto Risco
1,1,1,0,30,1,1,0,0,0,1,1,1,0,1,101.5,0,97.255,1,0,0,1,0,5,82,Alto Risco
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,54.3,0,54.3,0,0,0,1,0,3,66,Risco Medio
1,1,1,1,29,1,1,0,0,1,0,1,1,0,1,103.95,0,102.2344827586207,1,0,0,1,0,5,84,Alto Risco
0,0,1,1,23,1,1,1,1,1,1,1,1,2,1,91.1,0,95.57826086956524,0,0,1,0,0,8,14,Baixo Risco
1,0,0,1,60,1,0,0,0,0,0,0,0,2,0,19.95,0,19.831666666666667,0,1,0,0,1,1,3,Baixo Risco
0,0,1,0,72,1,1,0,0,0,0,0,0,2,0,26.45,0,26.59027777777778,0,1,1,0,0,2,3,Baixo Risco
1,0,0,1,22,1,0,0,1,1,0,1,0,0,1,89.4,1,90.97727272727272,1,0,0,1,0,4,75,Alto Risco
1,0,0,0,72,1,0,1,1,1,1,1,0,2,1,75.1,0,74.11597222222223,0,0,0,0,0,6,4,Baixo Risco
0,1,0,0,66,1,1,0,1,1,0,1,1,1,0,108.1,0,109.6757575757576,1,0,0,0,0,6,36,Risco Medio
0,0,1,0,72,1,1,0,1,1,1,1,1,2,1,110.15,0,111.09444444444443,1,0,0,1,0,7,23,Baixo Risco
0,1,1,0,47,1,1,1,0,0,0,0,0,0,0,80.35,1,81.40106382978723,1,0,0,1,0,3,55,Risco Medio
0,0,0,0,51,1,1,0,1,1,1,1,1,1,1,111.5,0,111.82843137254902,1,0,0,1,0,7,51,Risco Medio
0,0,1,1,70,1,1,0,1,1,0,1,1,1,1,106.5,0,105.67142857142858,1,0,0,1,0,6,40,Risco Medio
1,0,0,0,9,1,0,0,0,0,0,0,0,1,1,19.9,0,18.288888888888888,0,1,0,1,0,1,32,Risco Medio
1,0,1,1,59,1,1,1,1,0,1,1,1,2,1,111.1,0,111.10508474576272,1,0,0,0,1,7,15,Baixo Risco
1,0,0,1,3,1,0,0,0,0,1,1,1,0,0,70.7,0,75.21666666666667,0,0,0,0,1,4,55,Risco Medio
1,1,1,0,38,0,0,0,0,0,0,0,0,0,1,24.85,0,25.151315789473685,0,0,0,1,0,0,60,Risco Medio
0,0,0,0,37,1,1,1,1,1,0,0,0,0,0,91.2,0,91.41351351351352,1,0,0,0,0,5,44,Risco Medio
1,0,0,0,37,1,0,1,1,1,1,0,0,2,0,65.6,0,62.53513513513514,0,0,0,0,0,5,5,Baixo Risco
0,1,1,0,24,0,0,0,0,1,0,0,1,0,1,40.65,1,38.8875,0,0,1,0,0,2,63,Risco Medio
0,0,1,1,14,1,0,1,1,0,1,0,0,0,0,59.45,0,55.775,0,0,0,0,0,4,22,Baixo Risco
1,0,1,0,72,1,1,1,1,0,1,1,1,2,1,109.95,0,109.0611111111111,1,0,1,0,0,7,12,Baixo Risco
1,0,1,0,53,0,0,0,1,1,1,1,1,1,1,60.45,1,60.08018867924528,0,0,0,1,0,5,32,Risco Medio
0,0,1,0,8,1,1,0,0,0,0,0,1,0,1,84.9,1,95.61875,1,0,0,1,0,3,88,Alto Risco
1,0,1,1,72,0,0,1,1,1,0,0,0,2,0,38.5,0,38.375,0,0,1,0,0,3,3,Baixo Risco
0,1,1,0,17,1,1,0,0,0,0,1,1,0,1,92.55,0,94.98235294117649,1,0,0,1,0,4,90,Alto Risco
0,0,1,1,2,1,0,0,1,0,0,0,0,0,1,73.55,1,72.7,1,0,0,0,0,2,71,Alto Risco
0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,20.15,1,19.53125,0,1,0,0,0,1,30,Baixo Risco
0,0,1,0,48,0,0,0,1,1,0,0,0,1,0,34.7,1,33.427083333333336,0,0,0,0,1,2,18,Baixo Risco
0,0,0,0,10,1,1,0,0,0,0,0,0,0,1,24.5,0,27.015,0,1,0,0,1,2,43,Risco Medio
1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,19.7,0,0.0,0,1,0,0,1,1,23,Baixo Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.6,0,20.6,0,1,0,0,1,1,37,Risco Medio
0,0,0,0,29,1,0,1,0,1,1,0,0,1,0,58.0,0,59.810344827586206,0,0,1,0,0,4,12,Baixo Risco
0,1,1,1,65,1,1,0,1,1,0,1,1,1,1,107.45,0,108.42307692307692,1,0,0,1,0,6,48,Risco Medio
0,0,0,0,8,1,1,1,1,1,0,0,0,0,1,65.5,0,71.64375,0,0,0,0,0,5,50,Risco Medio
1,0,1,0,61,1,1,0,0,0,0,0,0,2,0,25.45,0,25.22295081967213,0,1,0,0,0,2,4,Baixo Risco
0,1,0,0,45,1,1,0,0,1,0,1,1,1,1,100.15,0,99.10666666666668,1,0,0,0,0,5,60,Risco Medio
1,0,1,1,72,1,1,0,1,1,0,1,1,1,1,104.45,0,103.59722222222224,1,0,1,0,0,6,29,Baixo Risco
1,0,1,1,12,1,0,0,0,0,0,0,0,0,1,21.15,0,25.504166666666663,0,1,0,1,0,1,40,Risco Medio
1,0,0,0,7,1,1,0,0,0,0,1,1,0,0,96.2,0,91.38571428571429,1,0,0,1,0,4,88,Alto Risco
1,0,0,0,9,1,0,0,0,0,0,0,0,0,1,44.4,0,38.68333333333333,0,0,0,0,1,1,59,Risco Medio
0,1,1,0,43,1,1,0,0,1,1,1,1,1,1,107.55,1,105.43953488372092,1,0,0,1,0,6,62,Risco Medio
1,0,1,1,58,1,1,0,0,1,1,0,1,2,0,94.35,0,95.925,1,0,0,0,0,5,13,Baixo Risco
1,1,1,0,16,1,1,0,0,1,0,1,1,0,1,98.75,1,99.221875,1,0,0,1,0,5,90,Alto Risco
1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,20.3,0,20.125,0,1,0,0,1,1,30,Baixo Risco
0,0,1,0,8,1,0,0,1,1,0,1,1,0,0,101.15,1,105.3625,1,0,0,1,0,5,83,Alto Risco
0,0,1,0,40,1,1,1,0,1,0,1,1,1,0,105.75,0,105.71375,1,0,0,0,0,6,41,Risco Medio
1,0,0,0,9,1,1,1,0,0,0,0,0,0,1,81.15,0,87.16111111111111,1,0,0,1,0,3,81,Alto Risco
1,0,0,0,41,1,0,0,1,0,1,1,0,1,1,89.55,0,90.96951219512196,1,0,0,1,0,4,47,Risco Medio
0,0,0,0,26,1,0,0,1,1,0,0,0,0,1,54.75,0,54.11153846153847,0,0,1,0,0,3,41,Risco Medio
0,0,1,0,33,1,0,0,1,0,1,0,0,1,1,53.75,0,56.28181818181818,0,0,1,0,0,3,18,Baixo Risco
1,0,1,1,68,1,0,0,1,1,1,1,1,1,0,105.75,0,107.68382352941175,1,0,1,0,0,6,17,Baixo Risco
0,1,1,0,65,1,0,0,1,1,1,1,1,2,1,105.85,0,103.46923076923076,1,0,1,0,0,6,18,Baixo Risco
1,0,0,0,55,1,0,0,1,0,1,0,1,1,1,64.2,0,65.9509090909091,0,0,0,1,0,4,22,Baixo Risco
1,0,0,0,20,1,1,0,0,1,0,1,0,0,1,88.7,1,88.0725,1,0,0,1,0,4,84,Alto Risco
1,0,0,0,19,1,0,0,0,0,1,0,1,1,1,87.7,0,90.83947368421052,1,0,1,0,0,3,55,Risco Medio
0,0,0,0,45,1,1,0,0,1,0,0,1,0,1,89.3,0,93.15888888888888,1,0,1,0,0,4,65,Risco Medio
0,0,1,1,70,1,0,0,0,0,0,0,0,2,1,20.15,0,20.16,0,1,1,0,0,1,2,Baixo Risco
0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,79.75,1,82.25,1,0,0,1,0,2,88,Alto Risco
0,0,0,0,27,1,1,0,0,0,0,1,1,0,1,94.55,1,100.91111111111113,1,0,0,0,1,4,81,Alto Risco
0,0,1,0,12,1,0,0,0,0,0,0,0,2,1,20.05,0,22.04583333333333,0,1,0,1,0,1,18,Baixo Risco
1,0,0,1,72,0,0,1,1,1,1,1,1,2,0,67.2,0,64.88472222222222,0,0,1,0,0,6,4,Baixo Risco
1,0,0,0,12,1,1,0,0,0,0,1,1,0,0,94.55,0,97.79583333333332,1,0,0,1,0,4,87,Alto Risco
0,1,0,0,5,1,0,0,0,0,0,0,0,0,1,69.05,1,63.7,1,0,0,0,1,1,81,Alto Risco
1,1,1,0,71,1,1,1,1,1,0,1,1,0,1,107.5,0,108.64154929577464,1,0,0,1,0,7,56,Risco Medio
1,1,0,0,35,1,0,0,0,1,1,1,1,1,1,73.0,0,70.60714285714286,0,0,0,1,0,5,43,Risco Medio
1,0,1,1,70,1,1,1,1,1,1,1,1,2,0,114.75,0,112.03285714285714,1,0,1,0,0,8,7,Baixo Risco
0,0,0,0,31,1,1,0,0,0,0,0,0,0,1,76.05,0,71.86451612903227,1,0,0,1,0,2,76,Alto Risco
1,0,1,1,52,1,1,0,0,1,1,0,1,2,1,96.25,1,95.96634615384616,1,0,0,0,0,5,20,Baixo Risco
1,1,0,0,37,1,1,0,0,1,0,1,1,0,1,101.1,1,101.19054054054054,1,0,0,1,0,5,84,Alto Risco
1,0,0,0,69,1,1,0,1,0,1,1,1,1,1,104.7,1,104.6427536231884,1,0,0,0,0,6,32,Risco Medio
1,1,1,0,30,1,1,0,0,0,0,0,0,0,0,77.9,0,78.38166666666666,1,0,0,0,1,2,67,Risco Medio
0,0,0,0,33,1,1,1,0,0,0,0,1,0,1,90.65,0,90.5939393939394,1,0,0,1,0,4,73,Alto Risco
1,1,1,0,54,1,1,0,1,1,1,1,1,2,1,110.45,0,112.55092592592592,1,0,0,1,0,7,37,Risco Medio
0,0,0,0,59,1,1,1,0,0,1,0,1,1,0,68.7,0,68.99915254237288,0,0,0,0,0,5,10,Baixo Risco
1,1,0,0,55,0,0,1,1,0,0,1,0,0,1,44.85,0,45.07363636363637,0,0,0,1,0,3,43,Risco Medio
1,1,1,0,69,0,0,0,0,1,0,0,0,1,1,29.8,0,30.93188405797102,0,0,1,0,0,1,18,Baixo Risco
0,0,0,0,66,1,1,0,1,0,0,1,0,1,1,88.9,0,90.91060606060609,1,0,0,0,0,4,34,Risco Medio
1,0,1,1,37,1,0,1,0,1,1,0,0,1,1,58.75,0,59.54324324324324,0,0,0,0,1,4,12,Baixo Risco
1,1,1,0,9,1,0,0,0,0,0,0,0,1,0,19.85,0,20.35,0,1,1,0,0,1,20,Baixo Risco
1,0,1,1,69,1,1,1,0,1,1,1,1,2,0,86.9,0,89.7695652173913,0,0,0,0,0,7,4,Baixo Risco
1,0,0,0,10,1,0,0,1,0,0,1,0,0,1,59.65,0,63.895,0,0,0,0,1,3,62,Risco Medio
1,0,0,1,40,1,0,1,1,0,0,0,0,0,1,55.25,1,53.48,0,0,0,0,1,3,24,Baixo Risco
1,0,0,1,13,1,0,0,0,0,0,1,1,0,0,66.4,0,63.98076923076923,0,0,1,0,0,3,54,Risco Medio
0,0,0,0,6,1,1,0,1,0,0,1,0,0,1,90.1,1,86.88333333333333,1,0,0,1,0,4,87,Alto Risco
0,0,1,1,69,1,0,0,0,0,0,0,0,2,0,20.15,0,19.38405797101449,0,1,0,0,0,1,2,Baixo Risco
0,1,1,0,66,1,1,0,1,1,1,1,1,1,1,108.1,0,108.81742424242424,1,0,1,0,0,7,33,Risco Medio
1,0,0,0,11,1,1,0,0,1,0,0,0,0,0,53.75,1,55.27272727272727,0,0,0,1,0,3,63,Risco Medio
1,0,1,1,46,1,0,1,0,1,1,0,0,1,0,56.9,0,55.65434782608696,0,0,0,0,1,4,7,Baixo Risco
0,0,0,0,6,1,0,0,0,0,0,1,1,0,0,89.3,1,96.26666666666668,1,0,0,1,0,3,86,Alto Risco
0,0,1,1,56,1,1,1,0,1,1,1,1,0,1,109.6,0,106.30357142857144,1,0,0,0,1,7,42,Risco Medio
1,0,1,1,70,1,1,0,0,0,0,0,0,2,0,25.15,0,25.57357142857143,0,1,1,0,0,2,2,Baixo Risco
0,0,1,1,33,1,1,0,0,1,1,1,1,1,1,79.15,0,76.70909090909092,0,0,0,1,0,6,38,Risco Medio
0,0,1,1,72,1,1,1,1,0,1,0,0,2,0,66.75,0,66.11527777777778,0,0,1,0,0,5,2,Baixo Risco
0,0,1,0,3,1,1,0,0,0,0,1,1,0,1,95.2,1,97.61666666666667,1,0,0,1,0,4,91,Alto Risco
0,0,0,1,19,1,0,0,0,0,1,0,0,0,0,48.8,0,50.19210526315789,0,0,0,0,1,2,32,Risco Medio
0,1,0,0,5,0,0,0,0,0,0,1,1,0,0,45.7,1,39.6,0,0,0,1,0,2,81,Alto Risco
0,0,1,0,71,1,0,0,1,1,1,1,1,2,1,80.7,0,80.35281690140846,0,0,1,0,0,6,7,Baixo Risco
1,0,1,0,8,1,0,1,0,0,0,0,0,0,1,74.5,1,76.2375,1,0,0,1,0,2,76,Alto Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.55,0,20.55,0,1,1,0,0,1,34,Risco Medio
0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,79.65,1,79.65,1,0,0,1,0,2,88,Alto Risco
0,0,0,0,61,1,1,1,1,1,1,1,1,1,1,115.1,0,114.65,1,0,0,0,1,8,28,Baixo Risco
0,0,1,1,71,0,0,1,1,0,1,1,1,2,0,59.7,0,58.06549295774647,0,0,0,0,0,5,4,Baixo Risco
0,0,1,0,68,1,1,0,1,1,0,0,0,1,0,86.45,0,84.74926470588235,1,0,1,0,0,4,20,Baixo Risco
1,0,0,0,46,0,0,0,0,1,1,0,0,1,0,33.7,0,33.43152173913043,0,0,1,0,0,2,15,Baixo Risco
1,0,0,0,33,1,1,1,0,0,0,0,0,1,0,80.1,0,78.88787878787879,1,0,0,0,0,3,35,Risco Medio
0,0,1,1,53,1,1,1,1,1,1,0,1,2,1,104.05,0,105.0264150943396,1,0,0,0,0,7,12,Baixo Risco
0,1,1,0,50,1,1,1,1,1,0,1,1,0,0,108.75,0,108.638,1,0,0,0,0,7,51,Risco Medio
0,0,0,0,57,0,0,1,0,1,1,0,0,1,1,41.1,0,39.61842105263158,0,0,1,0,0,3,11,Baixo Risco
0,0,1,1,54,1,0,0,0,0,0,0,0,2,1,20.35,0,20.2287037037037,0,1,0,0,0,1,4,Baixo Risco
0,1,1,0,60,1,1,0,1,1,0,1,1,0,1,105.9,0,106.6875,1,0,0,1,0,6,71,Alto Risco
0,1,1,0,28,1,1,0,0,0,1,1,1,0,1,101.3,1,100.43571428571428,1,0,1,0,0,5,75,Alto Risco
0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,80.05,1,80.05,1,0,0,0,1,2,80,Alto Risco
1,0,1,1,29,1,1,0,0,1,0,0,1,0,1,89.2,1,93.04655172413791,1,0,0,1,0,4,77,Alto Risco
0,0,1,1,10,1,0,0,1,0,1,0,1,0,1,65.5,0,61.69,0,0,0,1,0,4,55,Risco Medio
1,0,0,1,43,0,0,1,1,1,0,0,0,0,1,40.45,0,44.48488372093023,0,0,0,1,0,3,36,Risco Medio
1,1,1,0,13,1,0,0,0,0,0,0,0,0,0,70.45,0,65.31538461538462,1,0,0,0,0,1,70,Risco Medio
0,0,1,0,43,1,0,1,0,1,1,1,1,2,1,78.8,0,80.47209302325582,0,0,0,1,0,6,15,Baixo Risco
1,0,1,1,19,1,1,0,0,0,0,0,1,0,1,83.65,1,77.14473684210526,1,0,0,1,0,3,81,Alto Risco
1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,90.1,0,90.1,1,0,0,1,0,3,88,Alto Risco
0,0,0,0,69,1,0,1,0,1,1,1,1,2,1,82.45,0,80.51159420289855,0,0,1,0,0,6,6,Baixo Risco
0,0,1,0,61,1,0,0,0,0,0,0,0,2,0,20.25,0,20.963934426229507,0,1,1,0,0,1,3,Baixo Risco
1,0,1,0,43,1,1,1,1,0,1,0,0,0,0,66.25,0,67.61279069767441,0,0,0,0,0,5,18,Baixo Risco
0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,19.5,1,24.383333333333336,0,1,0,0,0,1,31,Risco Medio
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,51.25,1,51.25,0,0,0,0,1,2,49,Risco Medio
1,0,1,0,56,1,0,0,0,0,0,1,1,0,0,89.7,0,88.44553571428571,1,0,0,0,1,3,54,Risco Medio
0,0,1,0,70,0,0,1,1,1,1,1,1,2,0,64.55,0,64.35571428571428,0,0,0,0,0,6,5,Baixo Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.6,1,45.6,0,0,0,1,0,1,72,Alto Risco
1,0,1,1,49,1,1,0,1,1,0,1,0,1,1,93.65,0,92.24795918367346,1,0,0,1,0,5,47,Risco Medio
0,0,0,0,6,1,0,0,0,0,1,0,0,0,1,49.65,1,44.55833333333334,0,0,0,0,0,2,51,Risco Medio
0,0,1,1,32,1,0,1,1,1,1,0,1,2,0,73.6,0,72.4015625,0,0,0,0,1,6,6,Baixo Risco
0,1,1,0,72,1,1,1,0,1,1,1,1,2,1,109.75,0,112.1576388888889,1,0,0,0,1,7,17,Baixo Risco
1,0,0,1,37,1,0,1,1,0,1,0,0,2,0,61.45,0,62.22567567567568,0,0,1,0,0,4,4,Baixo Risco
0,0,1,0,69,1,0,1,1,0,1,1,1,1,1,106.4,0,105.1,1,0,1,0,0,6,19,Baixo Risco
0,0,1,0,26,1,0,0,1,1,1,1,1,0,0,81.9,0,79.94423076923077,0,0,0,0,0,6,38,Risco Medio
0,0,1,1,58,1,1,0,1,1,0,1,1,1,1,105.2,0,107.33448275862068,1,0,1,0,0,6,37,Risco Medio
1,0,0,0,24,1,1,0,0,0,1,0,0,1,0,54.6,0,51.76041666666666,0,0,0,0,0,3,24,Baixo Risco
1,0,1,1,5,1,0,0,0,0,0,0,0,1,0,20.55,0,19.89,0,1,0,1,0,1,23,Baixo Risco
1,0,1,1,15,1,0,0,0,0,0,0,0,0,1,20.0,1,19.203333333333333,0,1,0,1,0,1,38,Risco Medio
0,0,1,1,30,1,0,0,0,0,0,0,0,2,0,19.7,0,19.975,0,1,0,0,1,1,5,Baixo Risco
0,0,1,0,55,1,1,1,1,0,1,0,0,1,1,66.05,0,62.947272727272725,0,0,1,0,0,5,9,Baixo Risco
0,0,1,0,25,0,0,0,0,0,0,1,0,0,1,34.0,1,34.12,0,0,0,0,0,1,60,Risco Medio
1,1,1,0,10,1,0,0,1,1,1,1,0,0,1,92.5,1,93.41,1,0,0,0,1,5,74,Alto Risco
1,0,1,1,44,0,0,1,1,1,1,0,1,2,1,54.05,0,53.98181818181818,0,0,1,0,0,5,8,Baixo Risco
0,0,0,0,47,1,0,1,1,0,1,0,0,1,1,58.9,0,59.85212765957447,0,0,0,0,1,4,11,Baixo Risco
0,0,1,1,13,1,0,0,0,0,0,1,1,0,0,88.35,1,94.06153846153846,1,0,0,1,0,3,80,Alto Risco
0,0,1,1,49,1,1,0,1,1,1,1,1,2,1,107.95,1,108.02448979591836,1,0,0,0,0,7,22,Baixo Risco
0,0,1,0,64,1,0,1,0,0,1,1,1,1,1,96.9,0,98.66171875,1,0,0,0,1,5,24,Baixo Risco
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.1,0,19.1,0,1,0,0,1,1,36,Risco Medio
1,0,0,0,20,1,0,0,0,0,1,0,0,0,0,50.0,0,50.1525,0,0,0,0,1,2,37,Risco Medio
0,0,1,0,37,0,0,1,0,0,1,1,0,2,0,45.4,0,43.05675675675676,0,0,0,1,0,3,14,Baixo Risco
1,0,1,1,30,1,1,0,0,0,0,1,0,0,0,85.45,0,83.66499999999999,1,0,0,1,0,3,71,Alto Risco
0,0,0,0,38,1,1,1,1,1,0,1,1,1,0,84.1,0,83.88552631578948,0,0,0,0,0,7,22,Baixo Risco
0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,74.45,1,74.45,1,0,0,0,1,2,85,Alto Risco
